ID number,Both lab,# Country/project,Training,Category,"A (MY FS), B (MY O), C (ST)",A1_DonorName,A2_Agency,A3_DonorCat,Program,A4_Project,A5_Statement,A6_Keywords,A7_ImplOrg,A8_ImplCat,A9_ANGOLA,A9_BENIN,A9_BOTSWANA,A9_BURKINA FASO,A9_BURUNDI,A9_CABO VERDE,A9_CAMEROON,A9_CAR,A9_CHAD,A9_COMOROS,A9_CONGO,A9_COTE D'IVOIRE,A9_DRC,A9_DJIBOUTI,A9_EQ GUINEA,A9_ERITREA,A9_ETHIOPIA,A9_GABON,A9_GAMBIA,A9_GHANA,A9_GUINEA,A9_GUINEA-BISSAU,A9_KENYA,A9_LESOTHO,A9_LIBERIA,A9_MADAGASCAR,A9_MALAWI,A9_MALI,A9_MAURITANIA,A9_MAURITIUS,A9_MOZAMBIQUE,A9_NAMIBIA,A9_NIGER,A9_NIGERIA,A9_RWANDA,A9_SAO TOME AND PRINCIPE,A9_SENEGAL,A9_SEYCHELLES,A9_SIERRA LEONE,A9_SOMALIA,A9_SOUTH AFRICA,A9_SOUTH SUDAN,A9_SUDAN,A9_SWAZILAND,A9_TOGO,A9_UGANDA,A9_TANZANIA,A9_ZAMBIA,A9_ZIMBABWE,A9a_Level ,A10_REC,A10_REC2,A11_YearInit,A12_YearEnd,A13_TimeFrame,A14_LimitedRequest,A15_OtherCharacteristics,B1_Project focus,B2_Purpose_P,B3_Purpose_S,B4_Activity_1,B4_Activity_2,B4_Activity_3,B4_Activity_4,B4_Activity_5,B4_Activity_6,B4_Activity_7,B4_Activity_8,B4_Activity_9,B4_Activity_10,B4_Activity_11,B4_Activity_12,B4_Activity_13,B4_Activity_14,B4_Activity_15,B4_Activity_16,B4_Activity_17,B5_MarketFocus,B6_InformalMarkets,C1_HazardCat_Mycotoxins,C1_HazardCat_Microbiological,C1_HazardCat_NatChemical,C1_HazardCat_ManChem,C1_HazardCat_Unspecified,C2_HazardName,C3_CommodityCat_1 ,C3_CommodityCat_2,C3_CommodityCat_3,C3_CommodityCat_4,C3_CommodityCat_5,C3_CommodityCat_6,C3_CommodityCat_7,C3_CommodityCat_8,C3_CommodityCat_9,C3_CommodityCat_10,C3_CommodityCat_11Unspecified,C4_CommodityName,C5_ValueChain,D1_VCParticipantsNames,D2_VCPart_1,D2_VCPart_2,D2_VCPart_3,D2_VCPart_4,D2_VCPart_5,D2_VCPart_6,D2_VCPart_9,D3_DonorPartNames,D4_DonorP_1,D4_DonorP_2,D4_DonorP_3,D4_DonorP_4,D4_DonorP_5,D4_DonorP_6,D4_DonorP_7,D4_DonorP_8,D4_DonorP_9,D5_Non-DonorPartNames,D6_Non-DonorP_1,D6_Non-DonorP_2,D6_Non-DonorP_3,D6_Non-DonorP_4,D6_Non-DonorP_5,D6_Non-DonorP_6,D6_Non-DonorP_7,D6_Non-DonorP_9,E1_Total_Budget,E2_FSBudget,E3_BudgetCat,Running in 2010,Running in 2011,Running in 2012,Running in 2013,Running in 2014,Running in 2015,Running in 2016,Running in 2017,Long-term project,Short-term project/TA
EC-47,2,1,2,1,A,EC,DG DEVCO,2,EDES - Strengthening Food Safety Systems through SPS measures ,EDES - Strengthening Food Safety Systems through SPS measures - Gambia,"To contribute to poverty alleviation through the integration of food products from ACP regions into international, and particularly European, trade flows through risk-based food safety systems.",trade; export; global,COLEACP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2010,2016,.,.,.,1,4,3,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,3,2,0,1,0,1,0,"microbiological, chemical ",0,0,0,1,0,0,0,0,0,0,0,fish ,fish  ,"food business operators: producers, processors, food distributors and their professional associations; small producer’s organizations and their related support bodies",1,1,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"Government of the Gambia; Pesticides and Agricultural Resource Centre (PARC); Agence Francaise de Securite Sanitaire de l'alimentation, de l'alimentation, de l'environnement et du travail (France); CIRAD; France Veterinaire International (France); Direction Generale de l'Alimentation; Ecole Nationale des Services Veterinaires (France); Food and Environment Research Agency (U.K.); National Food Institute/Technical University (Denmark); Natural Resources Institute (U.K.); USAID- Kenya Horticultural Competitiveness Program",1,1,1,0,0,0,0,0,163137.1,163137.1,3,1,1,1,1,1,1,1,0,1,0
EC-48,2,1,2,1,A,EC,DG DEVCO,2,EDES - Strengthening Food Safety Systems through SPS measures ,EDES - Strengthening Food Safety Systems through SPS measures - Uganda,"To contribute to poverty alleviation through the integration of food products from ACP regions into international, and particularly European, trade flows through risk-based food safety systems.",trade; export; global,COLEACP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,9,2010,2016,.,.,.,1,4,3,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,3,2,0,1,0,1,0,"microbiological, chemical ",0,0,0,1,0,1,1,0,1,0,0,"fish, coffee, fruit, vegetables, chilies","fish, coffee, fruit, vegetables, chilies","food business operators: producers, processors, food distributors and their professional associations; small producer’s organizations and their related support bodies (Fresh Produce Exporters Association of Kenya (FPEAK)); Agrochemicals Association of Kenya (AAK)",1,1,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"Government of Uganda; Uganda Export Promotion Board; Uganda Standards Board; Uganda Coffee Development Authority; Department of Crop Protection; Uganda Fisheries Processors and Exporters Association; Department of Fisheries Resources; National Codex Committee; Pesticides and Agricultural Resource Centre (PARC); Agence Francaise de Securite Sanitaire de l'alimentation, de l'alimentation, de l'environnement et du travail (France); CIRAD; France Veterinaire International (France); Direction Generale de l'Alimentation; Ecole Nationale des Services Veterinaires (France); Food and Environment Research Agency (U.K.); National Food Institute/Technical University (Denmark); Natural Resources Institute (U.K.); USAID- Kenya Horticultural Competitiveness Program",1,1,1,0,0,0,0,0,350725.13,350725.13,3,1,1,1,1,1,1,1,0,1,0
EC-49,2,1,2,1,A,EC,DG DEVCO,2,EDES - Strengthening Food Safety Systems through SPS measures ,EDES - Strengthening Food Safety Systems through SPS measures - Zambia,"To contribute to poverty alleviation through the integration of food products from ACP regions into international, and particularly European, trade flows through risk-based food safety systems.",trade; export; global,COLEACP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,9,2010,2016,.,.,.,1,4,3,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,3,2,0,1,0,1,0,"microbiological, chemical ",0,0,0,0,0,0,0,0,0,1,0,honey,honey ,"food business operators: producers, processors, food distributors and their professional associations; small producer’s organizations and their related support bodies (Fresh Produce Exporters Association of Kenya (FPEAK)); Agrochemicals Association of Kenya (AAK)",1,1,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"Government of Zambia, Ministry of Agriculture and Livestock; Pesticides and Agricultural Resource Centre (PARC); Agence Francaise de Securite Sanitaire de l'alimentation, de l'alimentation, de l'environnement et du travail (France); CIRAD; France Veterinaire International (France); Direction Generale de l'Alimentation; Ecole Nationale des Services Veterinaires (France); Food and Environment Research Agency (U.K.); National Food Institute/Technical University (Denmark); Natural Resources Institute (U.K.); USAID- Kenya Horticultural Competitiveness Program",1,1,1,0,0,0,0,0,289812.6,289812.6,3,1,1,1,1,1,1,1,0,1,0
EC-5,2,1,1,2,B,EC,DG DEVCO,2,,Programme d'aide au commerce,"Supports the construction of laboratories, provides training, formation in agri-food laboratories, contributes to trade facilitation.",laboratory; training; trade,Development Center of Enterprise (CDE),7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2009,2015,.,.,.,3,3,9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,small and medium food enterprises,1,1,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"Ministry of Commerce, Government of DR Congo",1,0,0,0,0,0,0,0,18626400,.,6,1,1,1,1,1,1,0,0,1,0
EC-50,2,16,2,1,A,EC,DG DEVCO,2,EDES - Strengthening Food Safety Systems through SPS measures -,EDES - Strengthening Food Safety Systems through SPS measures - Administrative estimate,"To contribute to poverty alleviation through the integration of food products from ACP regions into international, and particularly European, trade flows through risk-based food safety systems.",trade; export; global,COLEACP,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,9,9,2010,2016,.,.,.,1,4,3,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,3,2,0,1,0,1,0,"microbiological, chemical ",0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,"food business operators: producers, processors, food distributors and their professional associations; small producer’s organizations and their related support bodies",1,1,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,governments,1,1,1,0,0,0,0,0,19334485.26,19334485.26,6,1,1,1,1,1,1,1,0,1,0
EC-51,1,1,2,2,B,EC,DG DEVCO,2,,Support for Agricultural Marketing Development in Ethiopia,"To contribute towards increased income and reduced poverty of smallholder farmers through enhanced integration into agricultural commodity markets. Enhanced national capacity for quality standards and safety analysis of primary and processed agricultural products through updating standards to internationally accepted levels; Supply of ag. product Testing Lab Equipment, Commissioning and training of operators to capacitate ECAE in testing samples of selected commodities (coffee, sesame, pea beans, legumes, cereals) for different applications.",Ethiopia; smallholder; national standards,Government of Ethiopia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2010,2015,.,.,.,1,4,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,unspecified,1,1,0,0,0,1,1,0,1,0,0,"coffee, sesame, pea beans, legumes, cereals",unspecified,"primary producers (mainly smallholders) and their membership organizations (cooperatives and cooperative unions); intermediaries such as private assemblers, collectors, wholesalers and brokers (as principals and as agents); exporters (private as well as the official grain trade government agency, the Ethiopia Grain Trade Enterprise (EGTE))",1,1,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"Ministry of Agriculture and Rural Development (MoARD), Government of Ethiopia; Agricultural Technique and Vocational and Educational Training Colleges (ATVETs); QSAE; ECX; Central Statistics Authority (CSA)",1,1,0,0,0,0,0,0,11638650,.,6,1,1,1,1,1,1,0,0,1,0
EC-52,0,1,0,1,A,EC,DG DEVCO,2,,3C Ivoire,"To set up a coordination committee which will ultimately assess the effectiveness of health controls, prevent health risks and coordinate scientific actions, national actions on food safety (SSA) and disseminate information to civil society and public and private actors. The project also proposed the setting up of a national committee of experts to study specifically the health problems encountered in Ivory Coast.",national; risk; policy; public-private,CIRAD,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2010,2014,.,.,.,1,4,9,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,"INP-HB (Yamoussoukro), Queen's University Belfast; Codex Alimentarius; Codinorm",1,1,0,0,0,0,0,0,.,.,.,1,1,1,1,1,0,0,0,1,0
EC-53,0,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),BTSF: TRACES regional workshop (Madagascar),"Overview of TRACES tool used by all EU countries for managing animal and public health risks-- allows electronic exchange of import documents for live animals and animal products, and  produces certificates required for export to the EU-- workshop aimed to increase their knowledge of the system and spread good practices for its use.",export; trade certification,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2010,2010,.,9,2,1,4,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,unspecified,0,0,1,0,1,0,0,0,0,0,1,"animals, animal products (meat, dairy, eggs)","meat, dairy, eggs",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,17648.25,17648.25,1,1,0,0,0,0,0,0,0,0,1
EC-54,0,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),BTSF: TRACES regional workshop (Mauritania),"Overview of TRACES tool used by all EU countries for managing animal and public health risks-- allows electronic exchange of import documents for live animals and animal products, and  produces certificates required for export to the EU-- workshop aimed to increase their knowledge of the system and spread good practices for its use.",export; trade certification,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2010,2010,.,9,2,1,4,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,unspecified,0,0,1,0,1,0,0,0,0,0,1,"animals, animal products (meat, dairy, eggs)","meat, dairy, eggs",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,17648.25,17648.25,1,1,0,0,0,0,0,0,0,0,1
EC-55,0,4,1,1,A,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF Africa: establishing a reference framework on food hygiene, regional workshops",Regional workshops to support improvements to national and regional animal health and food safety legal frameworks,food hygiene; reference,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,9,2010,2012,.,9,2,1,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,microbiological,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,1176550,1176550,5,1,1,1,0,0,0,0,0,1,0
EC-56,0,27,1,1,A,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF Africa: establishing a reference framework on food hygiene, STMs",Support improvements to national and regional animal health and food safety legal frameworks,food hygiene; reference,Executive Agency for Health and Consumers (EAHC),1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,2,9,9,2010,2012,.,1,5,1,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,3529650,3529650,5,1,1,1,0,0,0,0,0,1,0
EC-57,2,1,2,2,B,EC,DG DEVCO,2,,Trade Related Assistance and Quality Enabling Programme (TRAQUE),"To offer continuous support to the Ministry of Trade and Industry (MoTI), in private sector development, trade facilitation and capacity building with special attention to capacity issues in industrial strategy and post Economic Partnership Agreement (EPA) implementation support as well as Standards, National Quality institutions, trade and private sector export support organisations.",trade; private sector,Ministry of Trade and Industry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2011,2016,.,.,.,3,4,3,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,3,2,0,0,0,0,1,unspecified,1,1,0,0,0,1,1,0,0,0,0,"cereals, groundnuts, fruits, vegetables (yam)",unspecified,farmers; SMEs (agribusinesses); fruit and vegetable grower groups,1,1,1,0,0,0,0,GIZ,0,1,0,0,0,0,0,0,0,Agriconsulting Europe S.A. (AESA); Ghana Export Promotion Authority (GEPA); the National Board for Small Scale Businesses (NBSSI); the Food and Drugs Authority (FDA); and the Ghana Standards Authority (GSA); Ghana Revenue Authority—Customs Division; Food Research Institute; Plant Protection and Regulatory Services Directorate;  the Institute of Industrial Research of CSIR,1,0,1,0,0,1,0,0,17463750,.,6,0,1,1,1,1,1,1,0,1,0
EC-58,1,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF: Food testing workshops, Pesticide residues and other subjects","Covered relevant EU legislation, risk assessment, establishment of regulatory limits, the role of official microbiological control bodies and laboratory networks, sampling issues (such as storage, transport and traceability), screening methods and automation and confirmatory techniques, laboratory quality issues.",pesticide; residues; testing; laboratory,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,235310,235310,3,0,1,0,0,0,0,0,0,0,1
EC-59,1,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF: Food testing workshops, Pesticide residues and other subjects","Covered relevant EU legislation, risk assessment, establishment of regulatory limits, the role of official microbiological control bodies and laboratory networks, sampling issues (such as storage, transport and traceability), screening methods and automation and confirmatory techniques, laboratory quality issues.",pesticide; residues; testing; laboratory,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,235310,235310,3,0,1,0,0,0,0,0,0,0,1
EC-6,0,1,2,2,B,EC,DG DEVCO,2,Quality and Conformity Fruits and Vegetables Programme  2 (PIP2),Quality and Conformity Fruits and Vegetables Programme  2 (PIP2) - DRC,"To maintain and, where possible, increase the contribution of export horticulture to the alleviation of rural poverty in ACP countries",ACP; fruits; vegetables,COLEACP,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2009,2015,.,.,.,3,2,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,1,1,0,0,0,0,"fruits, vegetables","fruits, vegetables",fruits and vegetable producers; field/packhouse workers and exporters (2 groupements de producteurs et 2 entreprises productrices de fruits et légumes),1,0,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,1 consultant indépendant; 7 structures d’encadrements de producteurs agricoles (ONGs et organisations de producteurs) et en particulier l’organisation de promotion de l’agriculture biologique (RDCOAM); la Direction de la Production et Protection des Végétaux,1,0,1,0,0,1,0,0,240894.08,.,3,1,1,1,1,1,1,0,0,1,0
EC-60,1,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF: Food testing workshops, Pesticide residues and other subjects","Covered relevant EU legislation, risk assessment, establishment of regulatory limits, the role of official microbiological control bodies and laboratory networks, sampling issues (such as storage, transport and traceability), screening methods and automation and confirmatory techniques, laboratory quality issues.",pesticide; residues; testing; laboratory,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,235310,235310,3,0,1,0,0,0,0,0,0,0,1
EC-61,1,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF: Food testing workshops, Pesticide residues and other subjects","Covered relevant EU legislation, risk assessment, establishment of regulatory limits, the role of official microbiological control bodies and laboratory networks, sampling issues (such as storage, transport and traceability), screening methods and automation and confirmatory techniques, laboratory quality issues.",pesticide; residues; testing; laboratory,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,235310,235310,3,0,1,0,0,0,0,0,0,0,1
EC-62,1,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF: Food testing workshops, Pesticide residues and other subjects","Covered relevant EU legislation, risk assessment, establishment of regulatory limits, the role of official microbiological control bodies and laboratory networks, sampling issues (such as storage, transport and traceability), screening methods and automation and confirmatory techniques, laboratory quality issues.",pesticide; residues; testing; laboratory,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,235310,235310,3,0,1,0,0,0,0,0,0,0,1
EC-63,1,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF: Food testing workshops, Pesticide residues and other subjects","Covered relevant EU legislation, risk assessment, establishment of regulatory limits, the role of official microbiological control bodies and laboratory networks, sampling issues (such as storage, transport and traceability), screening methods and automation and confirmatory techniques, laboratory quality issues.",pesticide; residues; testing; laboratory,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,235310,235310,3,0,1,0,0,0,0,0,0,0,1
EC-64,1,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),"BTSF: Food testing workshops, Pesticide residues and other subjects","Covered relevant EU legislation, risk assessment, establishment of regulatory limits, the role of official microbiological control bodies and laboratory networks, sampling issues (such as storage, transport and traceability), screening methods and automation and confirmatory techniques, laboratory quality issues.",pesticide; residues; testing; laboratory,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,235310,235310,3,0,1,0,0,0,0,0,0,0,1
EC-65,0,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),BTSF: RASFF regional workshop (Kenya),"Overview of RASFF system to allow information exchange between when health risks are identified and measures taken-- training on the system for third-country national authority staff verifying food and feed safety aims to improve food controls and discuss the possibility of
setting up similar systems in other regions of the world.",export; trade; certification; animals; animal products; animal source foods,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,82358.5,82358.5,2,0,1,0,0,0,0,0,0,0,1
EC-66,0,1,1,1,C,EC,DG SANTE,2,Better Training for Safer Food (BTSF),BTSF: TRACES regional workshop (South Africa),"Overview of TRACES tool used by all EU countries for managing animal and public health risks-- allows electronic exchange of import documents for live animals and animal products, and  produces certificates required for export to the EU-- workshop aimed to increase their knowledge of the system and spread good practices for its use.",export; trade; certification,Executive Agency for Health and Consumers (EAHC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,9,2011,2011,.,9,2,1,4,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,unspecified,0,0,1,0,1,0,0,0,0,0,1,"animals, animal products (meat, dairy, eggs)","meat, dairy, eggs",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,82358.5,82358.5,2,0,1,0,0,0,0,0,0,0,1
